            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454426.500000000, A.D. 2007-Nov-22 00:00:00.0000,  1.875843377254529E+08, -2.732140616102079E+08, -1.456832207331869E+07,  1.753473724064936E+01,  1.053586469953333E+01, -2.447733942564946E+00,  1.106538459194955E+03,  3.317318845535882E+08,  1.345529575390901E+00,
2454427.500000000, A.D. 2007-Nov-23 00:00:00.0000,  1.890967872398503E+08, -2.723000618835070E+08, -1.477960768100117E+07,  1.747559944588912E+01,  1.062147355294739E+01, -2.443126358279326E+00,  1.106927087091045E+03,  3.318483922658044E+08,  1.351401013501989E+00,
2454428.500000000, A.D. 2007-Nov-24 00:00:00.0000,  1.906041094717126E+08, -2.713786818655061E+08, -1.499049254131368E+07,  1.741605061006612E+01,  1.070670444720335E+01, -2.438457429753909E+00,  1.107317400907500E+03,  3.319654054042309E+08,  1.357229240211744E+00,
2454429.500000000, A.D. 2007-Nov-25 00:00:00.0000,  1.921062690277640E+08, -2.704499542967243E+08, -1.520097136623676E+07,  1.735609352776196E+01,  1.079155542235259E+01, -2.433727437883451E+00,  1.107709388177122E+03,  3.320829202312956E+08,  1.363014160832722E+00,
2454430.500000000, A.D. 2007-Nov-26 00:00:00.0000,  1.936032307565001E+08, -2.695139120859518E+08, -1.541103889209026E+07,  1.729573100090708E+01,  1.087602454317705E+01, -2.428936665174590E+00,  1.108103036405746E+03,  3.322009330013422E+08,  1.368755682898950E+00,
2454431.500000000, A.D. 2007-Nov-27 00:00:00.0000,  1.950949597488102E+08, -2.685705883081143E+08, -1.562068987967096E+07,  1.723496583849530E+01,  1.096010989916327E+01, -2.424085395712632E+00,  1.108498333072877E+03,  3.323194399608205E+08,  1.374453716146150E+00,
2454432.500000000, A.D. 2007-Nov-28 00:00:00.0000,  1.965814213385762E+08, -2.676200162021396E+08, -1.582991911438765E+07,  1.717380085630736E+01,  1.104380960446953E+01, -2.419173915129389E+00,  1.108895265632319E+03,  3.324384373484757E+08,  1.380108172498352E+00,
2454433.500000000, A.D. 2007-Nov-29 00:00:00.0000,  1.980625811032467E+08, -2.666622291688279E+08, -1.603872140639341E+07,  1.711223887664103E+01,  1.112712179789000E+01, -2.414202510571569E+00,  1.109293821512807E+03,  3.325579213955376E+08,  1.385718966056476E+00,
2454434.500000000, A.D. 2007-Nov-30 00:00:00.0000,  1.995384048643889E+08, -2.656972607687245E+08, -1.624709159071513E+07,  1.705028272804847E+01,  1.121004464281446E+01, -2.409171470670114E+00,  1.109693988118635E+03,  3.326778883259082E+08,  1.391286013090835E+00,
2454435.500000000, A.D. 2007-Dec-01 00:00:00.0000,  2.010088586882180E+08, -2.647251447199970E+08, -1.645502452738039E+07,  1.698793524507927E+01,  1.129257632718535E+01, -2.404081085509875E+00,  1.110095752830275E+03,  3.327983343563486E+08,  1.396809232035118E+00,
2454436.500000000, A.D. 2007-Dec-02 00:00:00.0000,  2.024739088861039E+08, -2.637459148963157E+08, -1.666251510154192E+07,  1.692519926802876E+01,  1.137471506345256E+01, -2.398931646599790E+00,  1.110499103005006E+03,  3.329192556966659E+08,  1.402288543481562E+00,
2454437.500000000, A.D. 2007-Dec-03 00:00:00.0000,  2.039335220150576E+08, -2.627596053247382E+08, -1.686955822359918E+07,  1.686207764269093E+01,  1.145645908852614E+01, -2.393723446843396E+00,  1.110904025977529E+03,  3.330406485498993E+08,  1.407723870176938E+00,
2454438.500000000, A.D. 2007-Dec-04 00:00:00.0000,  2.053876648781956E+08, -2.617662501835981E+08, -1.707614882931776E+07,  1.679857322011552E+01,  1.153780666372737E+01, -2.388456780509649E+00,  1.111310509060594E+03,  3.331625091125066E+08,  1.413115137018811E+00,
